294.0,449.0,0
320.0,410.0,0
322.0,362.0,0
327.0,308.0,0
331.0,262.0,0
338.0,221.0,0
343.0,178.0,0
350.0,139.0,0
382.0,88.0,0
440.0,62.0,0
487.0,56.0,0
530.0,57.0,0
577.0,60.0,0
644.0,80.0,0
670.0,106.0,0
700.0,142.0,0
712.0,198.0,0
700.0,251.0,0
654.0,303.0,0
598.0,305.0,0
562.0,298.0,0
486.0,305.0,0
436.0,323.0,0
415.0,361.0,0
402.0,401.0,0
412.0,456.0,0
448.0,500.0,0
482.0,507.0,0
554.0,524.0,0
595.0,517.0,0
677.0,494.0,0
